Tweet,Rating
@roter_Granat Was ist mit dem Nicht-menschgemachten-Klimawandel?,1.0
"costa blanca, spanien heute zwischen 41 und 44°
#klimakrise",1.0
"""Es geht hier also nicht um monetäre Anreize, sondern um das Interesse an einem lebenswerten Planeten.""
GASTKOMMENTAR - Shell-Urteil – der #Klimawandel im Gerichtssaal https://t.co/2fcvD6YY4Z via @NZZ",1.0
"@Die_Gruenen Nachdem nun ein Paar Jahre das Mär von einer 'Klimakrise' propagiert worden ist, kommt jetzt die Erlöserin😗",1.0
Also mit Klimawandel meine ich den angeblich durch CO2 verursachten,1.0
"Die Auswirkungen der #Klimakrise sind gerade im Westen Nordamerikas sichtbar. Damit sich diese Situation nicht noch weiter verschlimmert, müssen wir unsere Emissionen dringend auf Null reduzieren. Die Lösungen dafür sind da, der Veränderungswille noch nicht bei allen. https://t.co/8SESQYZe8J",1.0
"Studie: Rekordhitze in Kanada und USA ist ein Symptom der Klimakrise ⬅️ gerade gehört: @swr2 #Impuls 
https://t.co/pAvJJSkSZC",1.0
"Frage öfters. Schweigen bei ZDF/ARD, ÖR-Sendern. Wie hoch ist deren Energieverbrauch? Wieviel tragen die mit 16 riesigen, spiegelgleichen Sendeanstalten, in jedem BuLand eins, zzgl. weiteren Außenstellen, am Klimawandel bei? Warum 16, warum nicht 3. Nord-Mitte-Süd?@ZDF @ARD",1.0
"Ich frage mich öfter, ob es in der politischen Landschaft Raum gäbe für eine naturwissenschaftlich orientierte #Grüne Partei.

Also Einsatz gegen die Klimakrise, aber ohne
Homöopathie
Gendern
Frauenquote
Identitätspolitik
...",2.0
@onecomment15 @JustAngry420 Sie meinen das die Menschen ignorant sind und sich nicht mit den Themen wie Klimawandel oder durchseuchung der Kinder beschäftigen?,1.0
"""Ohne China, ohne Russland, ohne andere große Akteure geht es nicht.""
Wow, da war sie wieder, die alte Leier im #Sommerinterview .
Wie wär's denn mal mit vorangehen beim #Klimaschutz ?
#LaschetLasset #Klimakrise 
https://t.co/dh3u7UiNgx",2.0
"@jakobblasel Habt ihr eigentlich immer noch nicht verstanden, das #Laschet und seine Christkorrupten der Klimawandel am Arsch vorbeigeht? Der will GAR NIX machen. Der freut sich über die 'Co2 Bepreisung', die er jetzt an sein Klientel verteilen kann. #LaschetLuegt",1.0
@schlauchbootfan Dass die Querdenker- und/oder Basis aktivisten früher oder später zu harten Klimawandel-leugnern werden war absehbar. Das Füllmich so früh anfängt wundert auch mich jetzt.,1.0
@HansDa38780544 … und in China hat der Wind nen Sack Reis umgeweht. War das vielleicht der Klimawandel? Oder auch Klimaaktivisten? 😱,1.0
"@0ptlma @MiKuehm @welt Stimmt, es gibt nicht DIE EINE #Wissenschaft auf der Welt. Aber es gibt steinharte #Fakten , an denen sie sich zu halten hat. Und wem die von uns #Menschen verursachte #Klimakrise nicht gefällt? Gehört schon seit Jahren zu weniger als 1 % derer, die das Wort erheben. https://t.co/mOk886OyVv",1.0
"Ich finde es ja gut und vorausschauend, dass bei zu erwartender Wasserknappheit in den nächsten Jahren, Wasser privatisiert wird.
#Klimawandel #ClimateCrisis",2.0
"@tagesschau Mit steigender Weltbevölkerung, Klimawandel und Typen wie Trump und Bolsonaro an der Macht eine völlige Illusion. Na ja, man muss es wenigstens versuchen, viel Erfolg.",1.0
Glaubst du an den Klimawandel und möchtest aktiv in der BRD den CO2 Ausstoß verringern?,1.0
"@Frentzhart2 @jankortemdb Unter Kohl hat sich eine Menge junge Opposition gebildet, die die Kernwahlgruppe der Konservativen zahlenmäßig egalisieren wird.
Wir könnten also warten bis die Union zu schwach wird, um eine Regierung zu bilden, nur lässt uns der Klimawandel nicht mehr die Zeit dafür.",1.0
"Klimawandel, Netflix, Strafzinsen, Börsengänge - das war Montag, 12.7.2021 https://t.co/RcvK7AB1ww",1.0
"Und die nächsten Unwetter (Starkregen, Überschwemmung, Schäden, ...) drohen mit Tief #Bernd. Danke @WetterOnline fürs Berichten, aber der Link zur #Klimakrise darf ruhig gemacht werden. Hallo Alle, die #Bundestagswahl zur #Klimawahl machen bitte!!! https://t.co/KJSX1lkzLT",1.0
"💚Seit Anfang Juni sind wir jede Woche mit @fff_duesseldorf auf der Straße, demonstrieren un machen im Ramen unseres Klimacamps mit Musik, Redebeiträgen und einer Postkartenaktion auf die #Klimakrise aufmerksam.⛺ https://t.co/xQBi9cy6y8",1.0
"Anschauen! Wer hiernach immer noch glaubt, wir hätten viel Zeit, Maßnahmen gegen den #Klimawandel zu unternehmen, ist einfach nur ein Arschloch.
https://t.co/ZgnYq2K5Vm",1.0
"So wichtig, dass wir endlich anfangen, die #Klimakrise wie eine Krise zu behandeln!
Die Zeit, die #klimakatastrophe noch aufzuhalten, läuft uns immer schneller davon. https://t.co/A8A9nsf0le",1.0
Vllt sollte sich die mediale Berichterstattung endlich Mal auf das weit größere Problem konzentrieren. Corona bekommen wir jetzt in den Griff. Gegen den Klimawandel tun wir so gut wie Nichts. #Klimavoracht 2/2,1.0
"Klimaneutralität kann nur gelingen, wenn wir Deutschland von Grund auf modernisieren. Das beinhaltet enorme Veränderungen für uns alle, mit denen allerdings auch große Chancen verbunden sind! #Klimawandel #Klimaschutz #SaveTheWorld",1.0
"In den letzten 14 Tagen: 10 Mal gewarnt worden vor markantem Wetter (Regen, Gewitter, Hitze).
#Corona ist also die größere Gefahr, als der #Klimawandel. 1/2",1.0
"""Bei den anstehenden Umweltkatastrophen stehen Fluchtbewegungen ganz anderer Dimension bevor, worauf EU und andere Staaten mit einer anderen Dimension der Militarisierung ihrer Außengrenzen reagieren werden"" - in dieser Broschüre geht es auch um den Rassismus der Klimakrise 👇🏽 https://t.co/qoz9JnW6dw",1.0
"@WilmsVal Wenn man sieht, was der Menschheit durch den Klimawandel droht, kann man eine Anti-Atomkraftpartei einfach nicht mehr ernst nehmen.",1.0
"@Sven19752 @Die_Gruenen Aber die Sachen die gegen den Klimawandel helfen würden, wollen sie verbieten...",1.0
"Wenn er sagt, er täte was gg #Klimawandel, ist #LaschetLuegt Feststellung, nicht Kampagne. Genauso, wie #ReichenUnion Reichtum von unten zu Reichsten umverteilen will &amp; auch sonst wenig zum Erhalt unserer Demokratie beiträgt. Besser: @dieLinke: nicht käuflich,konsequent sozial ☀️ https://t.co/mlXNTkRKXx",1.0
Dieses feuchtwarmschwüle Migränewetter gehört nach Brasilien und nicht nach Hamburg. Hasse den Klimawandel schon jetzt.,1.0
@Tiriondil @Scandalrider @frequenzfisch Club of Rome hat schon vor zig Jahren diskutiert. Thema Klimawandel und Klimaflüchtlinge etc. Was aber wurde aus dem damals schon vorhandenen Wissen gemacht?,1.0
"Eines ist wohl klar, die #ReichenUnion macht nur Reiche noch reicher. Die #Klimakrise löst sie definitiv nicht. https://t.co/OtHGIAudzC",1.0
"An alle Dozierenden, #Wissenschaftler*innen oder #Aktivist*innen (etc.)... 

Falls ihr mal ne Veranstaltung zu #Klimaschutz #Klimawandel oder #Klimakrise planen wollt, wo auch ""Skeptiker*innen"" kommen sollen, schlage ich den Titel:

""Nichts als heiße Luft!"" vor.

Klappt bestimmr.",1.0
"«Das Portemonnaie ist vielen näher als der Planet» - woran das #CO2-Gesetz scheiterte. #Klimakrise
https://t.co/gnxLweJ6nZ",1.0
"(2/2) Hauptthemen meiner Gespräche in #Brüssel sind die Überwindung von #Covid19 &amp; d. wirtschaftl. Folgen der Pandemie, der Kampf gegen die #Klimakrise, die Stärkung des europäischen Zusammenhalts sowie die Rolle der EU bei geopolitischen Themen. (vdb)",1.0
er hat schon ein neues pferd gefunden! wie zu erwarten: den klimawandel! alles fake… kann man diesem schwurbler nicht mal die klappe zunähen? @BoschimoDr #schiffmann ich persönlich halte diesen menschen für einen ganz üblen demagogen! #kenfm  lässt grüssen! https://t.co/S3Q9JLW82L,1.0
"@stephanpalagan Wenn durch die klimakrise der Mensch ausstirbt, dann zu Recht wir sind so verblödet das ich keine Worte finde...",1.0
"Unsere Medien immernoch so: 
""Toll, dann haben wir wenigstens heißes Badewetter. This is fine. 🔥""

Und das sagt einfach alles darüber aus wieso wir aktuell nicht vorwärtskommen im Kampf gegen die #Klimakrise.

https://t.co/IPYRlFGZBG",1.0
"""Wie sich mit dem mathematischen Blick auf die bestehenden Probleme die Klimakrise lösen ließe."" https://t.co/CkMnfujHhG via @faznet",1.0
"@Nightmare_Keks Ein Grundstein für seine nächste ""Karriere"". Wir werden viele von diesen Typen demnächst bei Klimawandel-Leugner-Demos wiedersehen.

Schon jetzt keinen Bock drauf.",1.0
@ZDFheute Apokalyptisch. Und die Klimakrise fängt gerade erst an...Was sind die Lösungsvorschläge der Union? Keine? Oder habe ich was verpasst?,1.0
"@flagsmasher23 ...""Crowd Control"". Also das BH einfach das machen lassen, wofür es im Land am meisten geschätzt und gebraucht wird. Katastrophenschutz wird in den kommenden Jahren und Jahrzehnten unglaublich wichtig - #Klimawandel",1.0
"So, jetzt, da Fussball ja vorbei ist, könnten wir uns wieder über den Pflegenotstand, Klimawandel, Lehrer:Innenmangel oder so aufregen. 

Echte Probleme halt.",1.0
"@punkybrain @ChinaMonitoring @Weltspiegel_ARD Erwärmung der Ozeane #Klimakrise, zu viel landwirtschaftliche Abwässer und Abholzung der Regenwälder. Genau wie im Atlantik.",1.0
"@beimwort Pandemie, Klimawandel, Armut und Hunger: Alles hängt mit allem zusammen... https://t.co/vWGifSbCcj",1.0
"Neuer Bericht d @FAO zum Status d Ernährungssicherheit 2021. Einige Take-Aways

➡️ 770 Mill. (10% d Welt-Bev.) #hungern
➡️ SDG 2 faktisch #unerreichbar
➡️ #Konflikte und #Klimakrise sind wesentliche Treiber v Hunger
➡️ 20% d vorzeitigen weltweiten Todesfälle wg Hunger

Link ⬇️ https://t.co/95MNM1rOYg",1.0
"@srfnews Pandemie, Klimawandel, Armut und Hunger: Alles hängt mit allem zusammen... https://t.co/vWGifSbCcj",1.0
"Shell-Urteil – der Klimawandel im Gerichtssaal

Erstmals hat ein Gericht ein Unternehmen dazu verpflichtet, seine CO2-Emissionen zu senken. Das niederländische Shell-Urteil fokussiert auf private Akteure, was Fragen aufwirft.

https://t.co/qFi83AQldH",1.0
"Nimmst du die blaue Pille verbrennst du bei mittlerweile bis zu 39 Grad in NRW. Aber nimmst du die rote Pille ertrinkst du bei ergiebigem Dauerregen. 

Soll nochmal jemand sagen der Klimawandel bietet keine Wahlmöglichkeiten! https://t.co/XKOpQqJ0hQ",1.0
"@DanielHuser3 1. Der Klimawandel ist kein ernsthaftes Problem.
2. Abtreibung sollte außer bei Lebensgefahr für die Schwangere illegal sein.
3. Einwanderung schafft mehr Probleme als sie löst.
4. Der öffentliche Rundfunk sollte abgeschafft werden.
5. Cannabis ist gefährlich.",1.0
"@Schmidtlepp Darüber hat sich ja bereits Herr Schäuble geäußert (zu heiß in der Küche…) - aber er ist ja auch der Meinung, schon größere Probleme als den Klimawandel bewältigt zu haben. Größenwahn und Respektlosigkeit - eine gefährliche Mischung!",1.0
@AnnetteCreft totaler Blödsin nur wir müssen was tun denn der Klimawandel ist da und schhlägt zu der Mensch braucht die Erde aber die Erde den Mensch nicht,1.0
"Egal welches System, welche Führung, welcher Kontinent, jetzt schon arme Länder wird es schnell und katastrophal treffen. #Klimakrise #Covid19 #hunger https://t.co/z083HVObdf",1.0
"@BildungslandNRW @landnrw ""... für die Politik. Auch die kümmerte sich nicht um uns und die Jugend im Generellen. Nicht mal ein offenes Ohr hatte man für die zukünftigen Menschen, die später für die Rente aufkommen sollen und ein riesiges „Geschenk“ an Problemen wie dem Klimawandel hinterlassen bekommen.""",0.0
"Es ist zwar schon etwas älter, aber ich möchte euch dieses Video ans Herz legen, auch wenn ich die Meinung des Herren nicht überall teile, insbesondere nicht die demokratiefeindlicheren Passagen. Es ist schon 5 nach 12. #klimakatstrophe #klimakrise  https://t.co/mHSzC0NgVW",1.0
Übrigens leidet auch Marokko partiell unter nie zuvor gemessener Hitze. Das ist nicht weit weg. Klimawandel is coming home. https://t.co/c6iwOPck9J,1.0
"@SZ @CerstinGammelin Der antideutsche Altparteienwähler is ja schon so degeneriert, dass er ja noch höhere Steuern fordert, sofern ihm vorgegaukelt wird so die Welt vor dem Klimawandel zu schützen",1.0
"Wir tragen ja eine Teilschuld, warum es in anderen Ländern, nicht den Wohlstand den wir haben gibt.
Stichworte:
Kolonialismus
Lieferkettengesetz
Klimawandel
#wahl2021",2.0
"Die jüngste Rekord-Hitzewelle im Westen Nordamerikas macht deutlich, dass sich die Berichterstattung über die #Klimakrise ändern muss, argumentiert der kanadische Journalist und Sozialwissenschaftler Kamyar Razavi – und macht hier dazu Vorschläge. https://t.co/fGbtxP7yBw",1.0
"Das ist doch Unsinn. Wenn wir nicht die Grünen wählen, wird der Klimawandel nicht gestoppt, es wird immer wärmer und wir müssen gar nicht mehr heizen. Win-Win-Situation nennt man sowas. 

(11!1!111!1111!1!1!!!111) https://t.co/6YF5s1eB5w",2.0
"@Queeerdenken @hopaerik In 1957 war es laut Bild ca. 50°C. Kann man sich heute gar nicht vorstellen. Es heißt ja auch nicht mehr Klimaerwärmung, sondern Klimawandel. Was immer das bedeutet.",2.0
"@ZEd0tD @cecekeks @ZDFheute Natürlich muss der Klimawandel ernst genommen werden aber man darf nicht den Fehler machen, jedes Wetterphänomen bspw direkt auf den Menschengemachten Co2 Ausstoß zurückzuführen, das Thema ist sehr komplex und Panik ist kein guter Ratgeber, denn Regierungen werden wieder Wege",2.0
"@BR24 @TU_Muenchen Hallo, wie trägt kommerzielle und öffentlich finanzierte Raumfahrt zur Lösung der Klimakrise auf der Erde bei, @Markus_Soeder ?",1.0
"Und ja: die Klimakrise wurde zu lange international politisch ""ignoriert"". Aber deshalb sollte man trotzdem heute nicht den Kopf ausschalten und in blinden (!) Aktionismus verfallen.",1.0
"Welche Strategie verfolgt die EU, um sich dem Klimawandel anzupassen?🌍 Am 13. Juli um 18:30 Uhr referiert @ElenaVisnar im finalen Event der Reihe zur Klimaerwärmung zu dieser Frage – unsere Vizepräsidentin Prof. Dr. Köhler führt ein!
#KlimakriseISTjetzt 
https://t.co/MjGuNYX19c",1.0
"Mit welchen Maßnahmen könnte es gelingen, die globale Erderwärmung noch unter 1,5 oder 2°C zu halten? Der #EnROADS-Simulator von @climateinteract und @MITSloanSusty ermöglicht es, die eigenen Ideen auf ihre Wirksamkeit zu prüfen https://t.co/G0pILgt1tE",1.0
"@Educators4F @DokuUnserPlanet Die Klimakrise sind wir alle, va. die ökonom. Verursacher-Akteure von CO2, unsere ökol. Strukturen unserer und and. Volkswirtschaften, ist der ""Industrial Metabolism"" = ""Volkswirtsch. Stoffwechsel"", alles müssen wir alle, unter Leitung va. der Politik, va. die Verursacher umbauen",1.0
"@Elitiker Ist da auch Wasser?
Oh ja, ganz hinten das Steinhuder Meer.
Wüste Hannover mit Strand mitten im Klimawandel.",1.0
"#Bäume gegen #Klimawandel: Aufforstung könnte in Europa Dürren mindern: Klimaforschende der #ETHZ haben erstmals mit Beobachtungsdaten für Europa nachgewiesen, dass Wälder Niederschläge begünstigen. https://t.co/MxyAL7IJ2A",1.0
"@PaulisMonika diese ""tv-unterhaltungs-mentalität"" wird und noch wie eine geröll-lawine überrollen.
f mich gehört weltweit alles d bewältigung d klimakrise unter-geordnet.",1.0
"@InI42 @technikjuli @HalleVerkehrt 120k als single, da merkst du noch keinen Unterschied zu den anderen Parteien, interessant wird es erst ab 300k jährlich um wirklich von der cdu zu profitieren, allerdings darfst du dann auch nicht noch langer als 20 jahre leben, danach brauchst das Doppelte für den Klimawandel",1.0
"Statt für nachhaltige Ernährung zu werben, finanziert die #EU derzeit die #Klimakrise, indem sie den Konsum von Fleisch und Milchprodukten fördert. Wir haben ein Plakat direkt neben dem EU-Parlament, am Bahnhof Brüssel-Schuman, aufgestellt. 🚉 #ThisMakesNoSense https://t.co/ZZ8q1HoLB9",1.0
"#planenwielaschet

""Klimawandel bekämpfen: Dank der technischen Entwicklung terraformieren wir den Mars. Dort leben wir alle glücklich. Btw, welcher Konzern übernimmt den Ölabbau dort?""

#planenwielaschet",1.0
"Erst die Klimakrise. Dann die Pandemie. 

Beides deckt die totalitären Vorstellungen gewisser Kreise auf, die mit dem Tod von Menschen argumentieren, um damit die angebliche Alternativlosigkeit ihrer Forderungen zu unterstreichen! Immer gepaart mit ""wir haben keine Zeit!"" ...",1.0
"Unsere Wälder sterben. Die Politik muss endlich echten #Waldschutz statt leerer Worte liefern. Für die Wälder von Morgen, für einen Weg aus der #Klimakrise!  Ich habe bereits unterschrieben - unterzeichnest auch du die #Petition von Greenpeace? https://t.co/Ja64g249od",0.0
"@Fridoline17 @schlauchbootfan @BoschimoDr Das Thema #Klimawandel hat er schon häufiger immer wieder man in den Raum geworfen. 
Es gibt auch schon den Begriff ""Klimalockdown"" was immer das auch sein mag.",1.0
@sch1ld3r5 Du kannst den Klimawandel nicht leugnen!!11!,1.0
Schon vor der Pandemie haben u.a. Klimakrise und Konflikte den Hunger in die Höhe getrieben. Corona verschärft den Trend laut #SOFI2021 - insbesondere in Ländern mit hoher Ungleichheit! #FoodSystems müssen endlich gerecht und nachhaltig werden. https://t.co/HMZQYFiCaI,1.0
"Der Ozean ist unser größter Verbündeter im Kampf gegen die Klimakrise, aber die Überfischung schädigt seine Fähigkeit, uns zu schützen. Bitte unterschreib diese Petition #SaveTheOcean #SaveTheClimate.
 https://t.co/uYvtxdSLcq",1.0
"@MarionSpielhag1 @KeilaniFatina Sorry, aber das ist billigster Katastrophismus. Die Erde hat wesentlich wärmere Phasen durchlebt. Aber eigentlich geht es darum, dass Klimawandel ein globales Problem ist und weiteres Wirtschaftswachstum unverzichtbar ist, will man die globalen Probleme, die (2)",1.0
"#Klimakrise: Menschheit verlässt sich darauf, dass wir Katastrophen einfach im Nachhinein bekämpfen und gut ist.

#Waldbrände in den USA: Löschwasser der Flugzeuge verdunstet teils bei 50 Grad, bevor es den Boden erreicht

Plans work perfectly 🤝",2.0
"@harrynator @PSHolstein Bei uns auch. Klimawandel, das nächste Problem.",1.0
"Ich kann gar nicht so viel 🤮 wie ich möchte.
Dabei sind das nur 57 Sekunden

#Sommerinterview #LaschetLuegt #Bienensterben #Artensterben #Klimawandel #KlimakriseISTjetzt #Klimakrise https://t.co/PNSrbOeh4M",1.0
"@Dr_Emergencydoc Nö, die sind doch dann eh Tod.. wie bei der Klimakrise",1.0
@ZDFheute Könnt Ihr nicht endlich mal versuchen einen Kontext zum Klimawandel herzustellen. Aber lasst uns raten: Auf dem Schreibtisch des Chefredakteurs liegt die Dienstanweisung von ganz oben: Auf gar keinen Fall dürfen Kontexte zum Klimawandel hergestellt werden.,1.0
EU plant neue Flugsteuer gegen den Klimawandel – nur nicht für Privatjets https://t.co/CrsKRFEWdR via @tichyseinblick,2.0
Die #Klimakrise ist da. Die Zeit zu handeln ist genau jetzt. Unterzeichne unseren Klimaschutz-Appell an die Bundesregierung: https://t.co/mrJCucPx1s #allefürsklima #COP25 #anpacken,1.0
"@joergscheller1 Den Punkt mit menschengemacht oder nicht verstehe ich sowieso nicht. Wäre der Klimawandel nicht menschengemacht, gäbe es dann etwa keinen Grund, etwas gegen ihn und seine Folgen zu unternehmen? Oder hält man das dann eh für aussichtslos?",1.0
"Während die CDU sich noch über Fußnoten empört ist draußen schon Klimakrise- und die lässt nicht mit sich verhandeln. 

Damit dagegen endlich sinnvoll vorgegangen wird geht @FridayForFuture am 24.09. wieder auf die Straße- tragt es im Kalender ein. #Reminder #AlleFürsKlima https://t.co/70PTvWys7y",1.0
"Armin Laschet und die Klimapolitik. Ja ""plötzlich""! #Klimakrise #Klimawandel @FridayForFuture https://t.co/rTktjZdczF",1.0
"🔥 Täglich werden neue #Hitzerekorde und #Extremwetter gemeldet. Die Medien müssen endlich den Kontext zur #Klimakrise herstellen, um die Relevanz der Klimapolitik zu verdeutlichen! 
https://t.co/3RTbnX6I3M
#KlimakriseISTjetzt",1.0
"Gelesen, dass es immer schon Klimaerwärmungen gegeben habe, dass solche Phasen normal, ja unvermeidlich seien. Stimmt. Aber wenn nun zu diesen Phasen der menschgemachte Klimawandel auf einer einmalig dicht bevölkerten Erde noch HINZUKOMMT – ist da auch Achselzucken angebracht?",1.0
"@wissensfan @lawyerberlin @Straw_Berry_ots Hauptsache, die ‚Singende Rotweinflasche‘ kann sich wieder öffentlich zum Narren machen wie seinerzeit, als unser Twitter-Hofnarr mit der Hilfe eines Eiswürfels in seinem Billigfusel belegen wollte, dass es ja auf gar keinem Fall einen Klimawandel nie nicht niemals geben kann. 🤡",1.0
"@Takru5 @RikeFranke @drfranksauer Tja, die Klimakrise wird bestimmt noch lustig",1.0
"@ChristophBeisl1 Dann kommt wieder sowas von wegen ""Klimawandel gibbet nich - guck dich datt mal an wie datt plästert!"".",1.0
"@UweFiedler3 @martina_welt als selbst den Rücken krumm zu machen, ist heute ab 1.000 Follower gegen den #Klimawandel in Stimmung zu halten. Und dann fahren grüne Politiker in 2021 auf Dienstreise mit einem Verbrenner, weil man „mit eAuto auf Langstrecke keine Erfahrung hat“ und &gt;&gt;",1.0
"@UweFiedler3 @martina_welt Warte nur, bis die Wirtschaft wieder richtig brummt und wieder alle verreisen können!
Wichtig ist ein Plan!
Mein Plan ab nächstem Jahr: Weinkeller in den Berg bauen und gelegentlich im TV gucken, ob man mit dem Kampf gegen die #Klimakrise SCHON begonnen hat.
Denn viel wichtiger&gt;&gt;",1.0
"@RobertMilla @marcfriedrich7 Leute wie Du erkennen beim Klimawandel und Klimaschutz den Ernst der Lage nicht. Leider. Es geht aber auch nicht um Klimaschutz, sondern um „Menschenschutz“, das verstehen viele nicht. Du wahrscheinlich auch nicht.",1.0
Aber 2003 gabs sicher noch keinen Klimawandel. *seufz*,1.0
"Der Ozean ist unser größter Verbündeter im Kampf gegen die Klimakrise, aber die Überfischung schädigt seine Fähigkeit, uns zu schützen. Bitte unterschreib diese Petition #SaveTheOcean #SaveTheClimate.
 https://t.co/pT1lS3JOTd",1.0
"@PatMaus1984 @D_Meschenmoser @Kachelmann @elemob_de @ZDFheute Ja. Der Klimawandel bedingt eher dass es nicht regnet als dass es Heiss wird.
Darum ist es auch gut von Wandel zu reden (oder besser: Krise) anstatt von Erderwärmung.",1.0
"Unsere Teams im Süden von #Madagaskar sind weiterhin vor Ort, versorgen schwer mangelernährte Kinder und führen Erhebungen durch, wie hier in den Regionen Androy und Atsimo-Andrefana. Über #Klimakrise #Mangelernährung #Wassernot: https://t.co/PGWDglZMmE❗️ https://t.co/DMWcOTjuBc",1.0
"Mal ehrlich, wem traut ihr auf internationaler Bühne das nötige Standing zu, dass beim Kampf gegen den Klimawandel der nötige Schwung rein kommt?

❎#Laschet
❎#Scholz
❎#Baerbock

Bin gerade etwas ma zweifeln....",1.0
"@MFrauchigerSVP @Victor_Kadlubo Das ist Wetter, Michi. Klimawandel ist nur, wenn es irgendwie schlimmer wird. Heisser, trockener und so. Wenn es das dann mal nicht ist, dann ist es bloss Wetter und hat gar nichts zu bedeuten. Imfall.",1.0
"@polenz_r Ob es wohl angesichts der derzeitigen PR-Schlacht rund um den Klimawandel sinnvoll  wäre, Bäume in ""Decarbonatoren"" umzubenennen? 🤔",1.0
Eine klimafreundlich ausgerichtete #Wirtschaft ist ein wesentlicher Schlüssel im Kampf gegen die #Klimakrise. Mit elf österreichischen Groß- und Vorzeigeunternehmen gehen wir gemeinsam zentrale Schritte in eine klimafreundliche Zukunft. (1/2) #klimaaktivPakt https://t.co/cdzzZ5uHkB,1.0
"@Mic_Sander @KeilaniFatina Glauben Sie mir, in einer vom Klima veränderten Welt von sagen wir mal nur 2 °C, wird niemand mehr glücklich sein! Wir sind aber auf dem besten Weg dahin, die Erderwärmung nicht aufhalten zu können. Das heißt, dass sie exponentiell weitergehen wird!",1.0
Der Klimawandel und seine Folgen https://t.co/h8ASmVSQkj #portugalforum,1.0
"@dberghofer Ich fürchte dass ist so wie mit der Klimakrise. Equilibrium state ist längts vorbei, point of no return ist erreicht, es wird nur noch schlimmer.",1.0
"Wobei der LHC keine Weltuntergangsmaschinerie ist, der Klimawandel aber mit Sicherheit. https://t.co/8Rfhmxo0lO",1.0
"@0ds_o @Pii_von_Risa @TimG44462323 @_lunatigs_ @erzaehlmirnix In ca 500 Jahren, wenn alles gut geht, sind wir wieder runter von der Klimakrise.

Bis dahin eine nette (aber emissionsarme) Zeit dir.",1.0
"Das prekäre Verständnis des Menschen zum #Klimawandel in 1 Bild:

""Hey, cool: 56°C, wir werden gekocht; was für 1 Erlebnis - Daumen hoch, da geht noch mehr!""

Und demnächst: ""Wahnsinn: ein F7 Tornado; gleich 2 unglaubliche Kategorien mehr; das reißt mich von den Socken!""

#Klima https://t.co/5VtnCsnkG0",1.0
@DugStein Der Klimawandel wird die Situation brutal verschärfen. Da macht auch Christian Lindner mit seinem Sau dummen Geschwafel nichts mehr dran.,1.0
@derspiegel Oh nein! Sie werden alle an rauhem Hals sterben! Und das bevor der Klimawandel sie erwischen konnte!,1.0
"Als sei es irgendeine Naturkatastrophe - wieder ein ausführlicher Artikel über die Auswirkungen der menschengemachten #Klimakrise, ohne auch nur mit einem Satz auf diese Zusammenhänge einzugehen. #KlimaJournalismus https://t.co/cHrdEhVPG7",1.0
"@TobinatorLP @MrMoregame 🙄 Und in ein paar Wochen dann ""Impfung"" Nummer 2 und ob das alles richtig funktioniert, wissen wir erst, wenn Windows 11 live geht.

@Gronkh hatte recht, er hat immer recht - mit Update 4 wird laut Roadmap erst die Wasserkühlung aktiv geschaltet - Klimawandel besiegt.",1.0
"Sieht aus als habe er die Weltformel gefunden.

Von Männlichkeit, Alkohol bis Patriotismus ist alles drin.

Fehlt nur noch der Klimawandel. Dann ist sie komplett. https://t.co/leJghLHUAQ",1.0
"Unsere Generation braucht mehr Stimmen in der #Politik! Gerade bei den Themen #Klimawandel und #Gleichberechtigung haben wir viel zu sagen 🗣 
Ich beschäftige mich vor allem mit der #Mobilitätswende 🚃🚍🚲 und dem dringend notwendigen Wandel im #Bildungssystem 📚🧮",1.0
"@Kall90384061 @welt Manche sehen halt alles als ""Wahnvorstellungen"", was über ihren gewohnten Tellerrand hinausgeht. Und andere denken sich, mehr Steuergerechtigkeit, saubere Luft, kein ungebremster Klimawandel, weniger Kinderarmut, fairerer Mindestlohn, besserer ÖPNV usw. wäre schon echt cool.",1.0
Aber KLiMaWAndEL iSt nICht rEal. https://t.co/D1vpoyEHvB,1.0
"Experten sprechen von einem der ""größten Energieprobleme unserer Zeit"": Viele Klimaanlagen beziehen ihren Strom aus Kohlekraft. Das befeuert die #Klimakrise: ein Teufelskreis aus Hitze, Kühlung und noch mehr Hitze. Doch es gibt Auswege. @Tagesspiegel (€)

https://t.co/JwsXQGZtO5",1.0
@danielb35035706 @thatleechi17 @teresabuecker Genau. Und bald kommt ja auch die Technik mit der man locker den Klimawandel umkehren kann oder was wurde da noch gesagt? 😀,1.0
"@Marthaha2 @Luisamneubauer Warten wir ab wie die Gerichte entscheiden. 
Und die Hauptgefahr für den weiteren Klimawandel sehen Sie momentan nicht bei China? Warum?",1.0
"@heuteshow 130kmh höchstens, sind tatsächlich unlogisch!!! Weil auf Autobahnen die wenigsten Unfälle passieren!!! Aber es geht nicht um die Unfälle, sondern darum, die Klimahysteriker zu bedienen!!! Die Welt besteht seit 4,6 Milliarden Jahren und hat den Klimawandel hervorragend geregelt!!!",1.0
"@urwumpe @zeitonline 🤔 ""Mir"" als Geldgeiler Vermieter, dem Klimawandel etc am arsch vorbei geht wäre es nicht egal, wenn ich für heizkosten meiner Mieter zahlen sollte - dann stell ich dem Mieter ne neue Heizung hin und der zahlt seine heizkosten und die neue Heizung... so ähnlich wird es laufen.",1.0
