,date,User,Tweet
1154,2021-07-31 11:30:15+00:00,jwer30,"@tdoedtmann Baut eine #PVAnlage auf das Dach, für das Klima ist sie immer rentabel."
1155,2021-07-31 11:30:11+00:00,MaunziP,"@Klima_Mahner @KreisAhrweiler Wenn sie diese Chance jetzt nicht nutzen, weil sie sie nicht einmal erkennen, nicht einfordern, hätte die Dummheit mal wieder gesiegt.

Vermutlich hast du Recht und es wird so kommen, dass alles wieder wie vorher aufgebaut wird und die Leute aus lauter Dankbarkeit.."
1156,2021-07-31 11:29:40+00:00,vorsorgeexpert,Schäden durch den Klimawandel: Viele Menschen bezahlen den Klimawandel mit ihrem Leben https://t.co/lMqPMNMalR
1157,2021-07-31 11:29:32+00:00,digging_trigger,"@Laugarfjall41 @PeterBorbe @PeixeHei Klima, Lage, Kriege, Ausbeutung, dafür gibt es viele Gründe. 
Les Geschichtsbücher."
1158,2021-07-31 11:28:18+00:00,Dauerquerulant,"@SamAbe19 Nur mal angenommen, der Grund für den Klimawandel ist ein anderer, gibt es einen geraden Weg zurück, würden sich die sogenannten Eliten, die zur Zeit an der Macht sind entschuldigen und ihren Irrtum zugeben?
Ich glaube nicht, inzwischen ist CO 2 als Übeltäter entlarvt!"
1159,2021-07-31 11:27:24+00:00,johannes_rath,Schäden durch den #Klimawandel: Mörderische Hitze https://t.co/kp7TItRFdX via @faznet
1160,2021-07-31 11:27:21+00:00,jwer30,"@TAGEBLATTonline Baut eine #PVAnlage auf das Dach, für das Klima sind sie immer rentabel."
1161,2021-07-31 11:26:55+00:00,twobeers,@Klima_Mahner @beyond_ideology Ich fürchte eher es ist ihm genauso egal wie die Flutopfer in seinem Bundesland.
1162,2021-07-31 11:25:57+00:00,SapereAude_Ger,"@Karl_Lauterbach Keiner nimmt Sie noch ernst. Ihre andauernden Horrorszenarien, die sich hinterher fast immer als falsch heraus gestellt haben, haben Ihnen jegliche Glaubwürdigkeit genommen. Sie sollten mehr zum Thema Klima posten, da gibt es noch viel Aufmerksamkeitspotential für Sie"
1163,2021-07-31 11:25:32+00:00,Estadox,"@rainerfaus Das aktuell eher instabile, dynamische Klima dürfte Prognosen allerdings ziemlich schwer machen, nicht?"
1164,2021-07-31 11:25:31+00:00,JonathanLoewer,"Faktum, das nur bestreiten kann, wer ein #Klimawandelleugner ist:
Die #Klimakrise ist wichtiger als #baerbockplag, Islamismus, #GronkhTV, Mick, #b3007 &amp; #Bratwurst &amp; es ist Menschenfeindlichkeit, lieber über Autorennen o. Gaming zu reden, während die Türkei brennt. #PrayForTurkey"
1165,2021-07-31 11:25:22+00:00,co2abgabe,"Was schon heute durch die #Klimakrise auf 🇩🇪zukommt #Hochwasser #Starkregen #Hitzewelle und noch zukommen wird, wenn wir nicht endlich gegensteuern! #Klimaschutz  ist @waehlbar2021 #waehlbar https://t.co/yf2AUGJP9m @Umweltbundesamt  https://t.co/3iax0UdeL8"
1166,2021-07-31 11:25:11+00:00,Janosch16665,"@EarlyTwix Nun, was in den Tweet nicht passte: die Kreuzfahrtfahrer machen dies mehrmals jährlich: Klima ist ihnen wichtig und die anderen auch diverse Flugreisen im Jahr: man muss mal raus. Ich denke, dass es auf die Häufigkeit und das „Drumrum“ ankommt. Ich sehr dort nur Lippenbekenntnis"
1167,2021-07-31 11:25:01+00:00,Dauerquerulant,"@SamAbe19 Ich wurde neulich von Lesch fast überzeugt, dass zuviel CO 2 unser Klima stark beeinflusst, überzeugt. Aber ich kann mich einfach nicht damit abfinden, dass es vielleicht doch eine Ente ist und die Wissenschaftler die nicht auf der CO 2 Schiene fahren, Recht haben könnten!"
1168,2021-07-31 11:24:35+00:00,DaveBest19,@argonerd Damit steht fest: Impfen schadet dem Klima!!
1169,2021-07-31 11:24:08+00:00,LjiljanaRG,Klimawandel lässt Hitzerekorde Sprünge machen https://t.co/upxX7jq1Lv
1170,2021-07-31 11:23:30+00:00,LNplum,@nichtvermietbar @lgbeutin @HeikeSudmann @Ende__Gelaende @Linksfraktion @LINKE_Klima Okay und du so?
1171,2021-07-31 11:23:01+00:00,nausgschaut,"Es soll ja Leute geben, die wirklich meinen, dass es das #Wetter erst seit Beginn der #wetterAufzeichnungen gibt und dass die Erde erst 2021 Jahre alt ist 😎👍🤣 #Klimawandel"
1172,2021-07-31 11:22:37+00:00,Schalck4,"@welt Es wäre schön, wenn er 90 % seines Reichtums, welcher er mit der Verpestung der Umwelt erwirtschaftet hat, spenden würde. Z.B. an Menschen, welche durch den Klimawandel besonders getroffen wurden."
1173,2021-07-31 11:21:28+00:00,tlnue,"Woher stammt das (deutsche?) Bedürfnis for große/kausale Lösungen, wie:

Klimawandel stoppen
No/zero Covid
Fluchtursachen bekämpfen
Kapitalismus abschaffen"
1174,2021-07-31 11:21:14+00:00,rnielbock,"@RAinDiercks Das ist es. Ich wähle grün, aber nicht aus Überzeugung. Für mich die allerletzte Hoffnung dem Klimawandel etwas entgegensetzen zu können. Wir haben ja nur diesen einen Planeten. Ohne den ist alles nichts. Wer eine Zukunft für seine Kinder will, hat m.M.n. keine andere Wahl."
1175,2021-07-31 11:21:13+00:00,KummelAndreas,"Bei Waldkahkschlag, direkt aufzuforsten. Bebauungen an Flüssen nicht zuzulassen. Der Mensch muss endlich lernen, sich der Natur anzupassen.

Der Klimawandel ist da: Was Kommunen jetzt tun müssen https://t.co/k0XolteGcI"
1176,2021-07-31 11:21:09+00:00,tpmw1975,"@Ende__Gelaende @Ti_Wag Und immer schön Pyro zünden,soll ja gut für's Klima sein. Mann Mann Mann seid ihr doof."
1177,2021-07-31 11:20:49+00:00,mchlschlssr,#Aiwanger #ImpfenRettetLeben #Impfpflicht #LongCovid #LongCovidKids #LaschetVerhindern rettet Leben und #Klima #cdu #noafd #afdp https://t.co/KwPTzelk9a
1178,2021-07-31 11:20:05+00:00,XyReO3,"@ProfEnergyHuber @VeroWendland @HolzheuStefan Im Kampf gegen den Klimawandel sollten  uns doch keine Kosten zu hoch sein, oder? Und zumindest die jetzige Strategie hat auch keine Rücksicht auf die Kosten genommen und zu Rekordstrompreisen sowie lächerlich geringen Effekt auf den CO2 Austoss geführt."
1179,2021-07-31 11:20:02+00:00,EngelmitB_davor,@Wrsng2 @WDRaktuell Eigentlich wollte ich ja gar nicht. Aber jetzt. 5 Sterne Luxus mit Klima. Yeap. Gute Idee
1180,2021-07-31 11:20:02+00:00,ThmsNW,@shoutingcassy Denke Klimawandel. Ganz klar.
1181,2021-07-31 11:19:59+00:00,uwe_heit,"@VBohrnMena Dass der LKW-Verkehr nicht gerade das Beste für das Klima ist, bedarf keiner Diskussion. Der LKW stopft aber viele Budgetlöcher und unser ineffizientes Staatssystem. Das hätte der Tiroler #WKO-Vertreter erwähnen können."
1182,2021-07-31 11:19:59+00:00,realMaskedDoc,"@RAinDiercks ...und eine Bundesregierung zu bekommen, die wirksam gegen Klimawandel etc. vorgeht (nämlich rot-grün oder grün-rot), ist deshalb meines Erachtens, die SPD zu wählen.

Ich sage das nicht, weil ich ja - bekennenderweise - Sozi bin, sondern aus rein strategischen Erwägungen."
1183,2021-07-31 11:19:17+00:00,heroElke,"@rasenspiesser Mein Verdacht  die stiejhlt  sich aus der Verantwortung  sonnst würden  nicht solche Klopse, Die CO2 Steuer dient den Haushalt sanieren Kein Vorschlag die die Gebunden wird Klimawandel"
1184,2021-07-31 11:19:16+00:00,FriedemannWo,"@Demaiso23010553 @elefantinthero1 @lk_leonkrause Klimawandel gibt es auch ohne Menschen. Vor 5000 Jahren war da, wo sich heute die Sahara befindet ein Meer - mit einer riesigen Artenvielfalt. Ich bin für ein Solarsegel um die Sonnenstrahlung bei Bedarf zu reduzieren. + Beim Polwechsel könnte so die Atmosphäre geschützt werden."
1185,2021-07-31 11:18:50+00:00,DrRedPillerson,"Unser Einfluß auf den CO2 Gehalt ist so gering, selbst wenn es absolut Auswirkungen aufs Klima hätte, wäre es nicht nennenswert.
Achja, dann nimm mal Gift, da reicht auch ganz wenig und du stirbst.
Ach, so wie Flourid in deiner Zahnpasta ist Quecksilber in deiner Impfung?
....
. https://t.co/JfuAyrSX8N"
1186,2021-07-31 11:18:45+00:00,iXzZ,"Armin Laschet: ""Deshalb ist NRW eines der Länder, das am meisten tut gegen den Klimawandel"". Als ehem. NRWler und Anwohner des größten Braunkohle-Abbaugebietes in Europa frage ich mich: WTF? Wie verdreht ist die Wahrnehmung von Laschet eigentlich? #LaschetVerhindern https://t.co/ehRpbCtSUY"
1187,2021-07-31 11:17:47+00:00,Oma99_tweet,Klimawandel lässt Hitzerekorde Sprünge machen https://t.co/ir9QwpWcs3
1188,2021-07-31 11:17:24+00:00,DLFNachrichten,"Die Unternehmen investierten jetzt in ihre künftige #Klimaneutralität. Sollte es aber nicht genug Ökostrom oder Wasserstoff geben, ""werden die Investitionen nicht gemacht"", erklärte Russwurm.

#Klima #Energie #Wirtschaft"
1189,2021-07-31 11:17:05+00:00,KoserPatrick,"@Bauer_Bernd59 Obwohl ja in deren Bericht drin steht das man das Klima nicht voraussagen kann, nur das lässt man in der verkürzten Presse Version gerne weg."
1190,2021-07-31 11:14:58+00:00,AKress84,"Um die #Klimakrise zu überwinden müssen wir auch über Aspekte reden, die mal richtig waren und jetzt aber ggf. falsch: Konservierungsstoffe z.B. 
nicht alle sind schlecht, aber die Menge an #Lebensmittelverschwendung ist enorm ohne sie. Und dann noch die Verpackungen …"
1191,2021-07-31 11:14:57+00:00,Sehfahrer,@lupus_woelfin Grillen für's Klima! Klingt gut 😎
1192,2021-07-31 11:14:00+00:00,f_talmon,"Wir sollten den #Klimawandel stoppen, sonst stoppt der Klimawandel uns. #Klima #Zukunft #Erde #Umwelt #Ressourcen #Menschheit #Erbe"
1193,2021-07-31 11:13:51+00:00,mchlschlssr,@TRDSRLZ @ThePrie89 @_FriedrichMerz Warum trägt ein #Blackrock #merz eine #Blackhose? Weil er weiss das @TillmannMaria  die bessere Wahl ist! Zur #Bundestagswahl2021 im Wahlkreis 147 #hochsauerland #tillmann wählen. Alles andere ist kurze Hose! #LaschetVerhindern rettet #Leben und #klima
1194,2021-07-31 11:13:08+00:00,Baumvisite,"Ein weiterer Indikator für steigende Durchschnittstemperaturen ist die Ausbreitung des im 18. Jh. aus Südchina eingeführten drüsigen #Götterbaum (Ailanthus). Im gemäßigten #Klima war er bislang auf die #Wärmeinseln der Stadt beschränkt, erobert jetzt aber zunehmend das Umland. https://t.co/3nr3bpjQ8P"
1195,2021-07-31 11:12:40+00:00,HerrSchwarz1,"@BoaConstrictorX @benedikt_walker @SaraSchurmann @deine_korri Die Klimakrise wird sich ohne Grundlegende Änderungen (die imho ein ziemliches aufsehen erregen werden) nicht aufhalten lassen. Das wird eine globale Anstrengung, bei der sich ziemlich viel ändert. Unter dem Radar kann niemand das lösen."
1196,2021-07-31 11:12:23+00:00,obiwanrene,@cdgham @_richtig_falsch @ZDFheute Genau. Warum ist der Klimawandel eigentlich männlich. Klimawandel*innen
1197,2021-07-31 11:12:18+00:00,MrMads3,"@RAinDiercks @DerWildeOscar1 @VoltDeutschland Es sind immer noch erschreckend viele Menschen politisch ungebildet oder uninteressiert. Die Bubble hier auf Twitter ist nicht repräsentativ. ""Die CDU hat es ja mittlerweile eingesehen, dass man etwas fürs Klima tun muss."" 😡 Oft gehört.

Sehr schlecht für neue Kleinparteien."
1198,2021-07-31 11:11:39+00:00,DieNussecke,@EngelmitB_davor @WDRaktuell Dann bleib doch einfach hier und tu dadurch was fürs Klima.
1199,2021-07-31 11:10:40+00:00,dmncbrl,"@KlaasteVelde @LiebeoderTriebe @OpheliaNick Tierhaltung zu reduzieren ist nicht nur gut für's Klima, sondern auch für's Tierwohl. Das sollte man schon anstreben."
1200,2021-07-31 11:10:33+00:00,UlrikeLommel,Klimawandel lässt Hitzerekorde Sprünge machen https://t.co/qKSKxxS9dj
1201,2021-07-31 11:10:11+00:00,GreenSaxo,#Klimakrise #KlimaschutzPolitik SOFORT! https://t.co/ZxT2RUbSU7
1202,2021-07-31 11:10:06+00:00,Frederik__e,"@energy_charts_d Im Kampf gegen den Klimawandel könnten wir die ganze Welt vereinen und gleichzeitig wirksam gegen Armut, Flucht und Kriege vorgehen. Dann wäre die Energiewende quasi kostenneutral. 
 Der deutschlandfixierte Ansatz aus den gängigen Studien erscheint mir unlogisch."
1203,2021-07-31 11:09:53+00:00,gandolf611,"@Duman144754211 Richtig auch um 1890 stand Wuppertal unter Wasser was alte Bilder beweisen, da gab es auch keine Klimakrise. Auch damals nannte man es STARKREGEN."
1204,2021-07-31 11:09:29+00:00,FurbieMiller,"@FrankiTheTank1 @DerKlassische @AlainS1991 Wir könnten bei den Chinesen nachfragen. Die sind führend was Kernkraft betrifft. 

Aber Klimawandel bekämpfen ist eben nur so lange cool, bis man der SVP recht geben muss. Ab dann ist es nicht mehr cool und wir zerstören lieber die Umwelt mit Windkraft statt effizient zu sein."
1205,2021-07-31 11:09:20+00:00,unpstep,"Kühler Sommer? Aber jetzt Hochsommer mit 45 Grad - juchu, pack die Badehose ein! 🥳

Wieso framen Medien die Klimakrise eigentlich immer als Freizeitereignis? Hackeln die Journalisten alle nix??? https://t.co/e9rih5if3V"
1206,2021-07-31 11:09:16+00:00,Antifa42,"@Hirnwindungen Die BWL-Justuses*Justinas spekulieren darauf auch in einer Welt von Klimawandel (mit all seinen Nebenwirkungen...) ein gutes Leben zu haben, dank ihres Zugangs zu Ressourcen und Macht. Notfalls gehen sie mit Elon Mask auf den Mond.

Kapitalismuskritik ist und bleibt notwendig!"
1207,2021-07-31 11:08:50+00:00,IFullhand,"Klimawandel: ""Ein Weckruf für alle, die noch schlafen"" https://t.co/m6cr0rAq22"
1208,2021-07-31 11:08:24+00:00,Sponobil,"@Thomas8998 @PhilippDoerich @BerlinVic Es ist geradezu lächerlich und absurd, die große Gefahr im Klima zu sehen und nicht etwa in den Massenvernichtungswaffen. Ein unsinniger Hype. Einfach nur dumm &amp; verlogen.

Wenn man sich angeblich global einigen kann, weshalb denn nicht zur kompletten Abschaffung der Kernwaffen?"
1209,2021-07-31 11:07:13+00:00,Tijones9,"@Kartoffeligkeit @Blue_eyes_2021 Na wir zahlen doch jetzt CO2 Steuer, dadurch haben wir den Klimawandel gestoppt."
1210,2021-07-31 11:07:01+00:00,Stefanswelt,"Wann demonstriert @Ende__Gelaende gegen #NordStream2? Blockieren, bis @ABaerbock Kanzlerin ist. Im Ernst: Nicht zweierlei Maß. Die Pipeline ist #Klima- , geo- u. europapolitisch falsch. Unabhängig davon brauchen wir konstruktive CH4-Ausstiegsszenarien. #EndeGelaende #Brunsbuettel"
1211,2021-07-31 11:05:37+00:00,RudolfSchiller,@florianmaringer So funktioniert  Änderung nicht. Innovation entsteht aus Einzelaktivitäten. Interessensverteter unterstützen Mehrheit der Bewahrer. Allerdings warum gerade ein Transportunternehmer zur Diskussion über Klima geladen wird ist schon sehr speziell.
1212,2021-07-31 11:05:23+00:00,WuChenFu3,"@bollerkopp @stelvio2004 @DanielOehlmann @JulianJanssen04 Diskussion zu covid oder Klimawandel, die mir nur gleichgültig signalisieren, das es schon irgendwie gehen wird und man sich keine Gedanken oder Sorgen machen muß.

Was ich noch weniger brauche sind Diskussionen ob Maßnahmen sinnvoll sind - ja sind sie, selbst wenn hier Zahlen"
1213,2021-07-31 11:05:02+00:00,FAZ_Top,"Flut in Deutschland, Hitze und Waldbrände in Südeuropa: Überall auf der Welt kommt die Erderwärmung die Menschen teuer zu stehen – und manche bezahlen mit ihrem Leben. Von @vierzueinser @laserspex @claudiabroell @fazsgp @amihm und @winandwvp https://t.co/bsX2zMiOWR"
1214,2021-07-31 11:04:45+00:00,wollito,"@Axel_Bojanowski Der Klimawandel ist wichtig, und dann kommt von ihrem Boss so was:
https://t.co/HG6XcK1pCA"
1215,2021-07-31 11:04:30+00:00,0ds_o,"@realmilkfan Jop, auch wenn die Klima Hysterie die Meinung ausgibt, dass es am Klimawandel liegt, ist es unwahrscheinlich, dass Welt weit zur gleichen Zeit überall, ohne zutun von Dritten, Katastrophen passieren. Ziel ist es die Grünen nach vorne zu peitschen, bisschen Zeit bleibt noch ;).."
1216,2021-07-31 11:03:24+00:00,philueins,"🏖Kurzurlaub im Klimacamp
Bei diesem 🍒 interaktiven Workshop in Theorie und Praxis gucken wir 🌻gezielt, wo Genuss ☀️und Klima- bzw. Umweltschutz vereinbar sind🏕"
1217,2021-07-31 11:02:47+00:00,FierzMartin,"@GrueneCH @ETH Ein verregneter kühler Sommer, ein strenger Winter und die Klimascientologen bzw. Computermodellierer faseln von 1000 jährigen Hitzewellen. Das Beste was wir für ein gesundes angenehmes Klima in diesem Land tun können ist, diese grünen Panikmacher*in*en abzuwählen!"
1218,2021-07-31 11:01:59+00:00,Ehrenfrau3,"@FridayForFuture Klimakrise ?
Klimawandel ?

Die Ursache wird doch nicht etwa
die

Bevölkerungsexplosion 👇 sein ?
https://t.co/Gu0fJXG7YM"
1219,2021-07-31 11:00:44+00:00,BMBF_Bund,"Christoph Müller vom @PIK_Klima erforscht mit seinem Team, wie #Treibhausgasemission.en in der landwirtschaftlichen Produktion 🚜 reduziert werden können. Wie genau, das erklärt er im Interview 👉 https://t.co/BWQlgXxqyi #Landwirtschaft #Nachhaltigkeit #Klima https://t.co/NQ88C74FYh"
1220,2021-07-31 11:00:39+00:00,Gurkenpete,"@HansWernerSinn1 @Deprifrei @KartesMdB @cducsubt Üble Nachrede: ""Du hast Donald Duck erstochen. Das hab ich gesehen, du Mörder.""
Keine üble Nachrede: ""Der Klimawandel hat Leute ins Grab gebracht. Die Politik der CDU hat die Situation verschlimmert. Alles Mörder, die von der CDU."""
1221,2021-07-31 11:00:35+00:00,Janosch16665,"Nachbarn (2Familien) im Gespräch am Gartenzaun: ja, wir müssen alle deutlich mehr fürs Klima tun und müssen wegen Corona...Selbe Nachbarn verabschieden sich in Urlaub: Kreuzfahrt(Flug nach Malle und Mittelmeer) und Flug nach Griechenland. Ich weiß nun auch nicht..."
1222,2021-07-31 10:59:37+00:00,DonProletarus,"@RedaktionZack @drakkalas Zum speiben...

Wir reden dauernd von #Menschrenrechten, #Klimawandel, #Kriege..

Solange wir es nicht schaffen WOLLEN, das es endlich eine Gerechtigkeit für ALLE Menschen auf diesem Planeten gibt..ist das alles nur Geschwafel und sinnlos!"
1223,2021-07-31 10:59:27+00:00,DonProletarus,"Zum speiben...

Wir reden dauernd von #Menschrenrechten, #Klimawandel, #Kriege..

Solange wir es nicht schaffen WOLLEN, das es endlich eine Gerechtigkeit für ALLE Menschen auf diesem Planeten gibt..ist das alles nur Geschwafel und sinnlos!

https://t.co/MfAtvqa5rQ"
1224,2021-07-31 10:59:04+00:00,JuliusWesche,"Brände in der #Türkei.
Brände in #Finnland. 
Hitze in #Griechenland.
Hitze in #Italien. 

Und in #Deutschland ist ein ""Weiter So"" Kandidat auf Kanzler-Kurs. 

Bei dieser #Bundestagswahl haben wir (vielleicht zum letzten Mal) die Wahl, dass der #Klimawandel ernst genommen wird. https://t.co/t3XyIZqUmb"
1225,2021-07-31 10:58:41+00:00,BWV_8,"@lk_leonkrause Es geht um Kohle, nicht ums Klima. Es geht um Macht, nicht ums Klima. Es geht um alles, nur nicht ums Klima. Deal with it."
1226,2021-07-31 10:57:23+00:00,Statesdiver,"@mdr_th Ich dachte, Fleisch ist so schlecht für das Klima?!? Also ist der Kampf gegen Covid jetzt offiziell wichtiger als der Klimaschutz? Oder legt in Zukunft einfach die herrschende Klasse tagesaktuell fest, was dem Volk erlaubt ist und was nicht?"
1227,2021-07-31 10:57:14+00:00,Redeos68,@FAZ_NET @vierzueinser @laserspex @claudiabroell @fazsgp @amihm @WinandWvp Was haben Brandstiftungen mit der Erderwärmung zu tun?
1228,2021-07-31 10:56:55+00:00,mikeltwi123,"Aber lasst uns nur weiter an unserem Klima schädigenden Verhalten festhalten
Wir müssen raus aus jeder Treibhausgas erzeugenden INDUSTRIE. Raus aus der schädlichen Mobilität
SCHNELLSTENS und nicht erst 2035 oder irgendwann 
JETZT muss gehandelt werden
#KlimakriseISTjetzt https://t.co/UitkYek6jl"
1229,2021-07-31 10:56:25+00:00,VNeuling,"@Markus_Soeder Vielleicht lesen Sie einen Artikel in der Welt,von Günter Ederer(4.7.2011),über den gigantischen Betrug mit sogenannten Klimawandel und CO2 Bepreisung"
1230,2021-07-31 10:55:56+00:00,PhilipRitter10,"Leute wir Jeff Bezos verfügen über genügend Geld um etwas für‘s Klima zu tun

aber stattdessen fliegen sie lieber hoch zum All und machen das Gegenteil von Umweltschutz

dieser Mann ist bei mir unten durch

change my mind"
1231,2021-07-31 10:54:28+00:00,fosselegga,"....und nach 19 Monaten 
CORONA-PANDEMIE immer noch keine ausreichende Klima- oder  Lüftungsanlagen in und für die  Klassenräume und somit f.d. Schwächsten, unsere Kinder! https://t.co/gmOCfvpTtd"
1232,2021-07-31 10:54:18+00:00,chri_gru,"Ich bin versucht, die schockierenden Bilder über die Auswirkungen der #Klimakrise aus nah und fern zu teilen. Dringlichkeit aufzeigen ist wichtig, aber ob durch das doomscrolling irgendwas besser wird?"
1233,2021-07-31 10:54:12+00:00,HenningT6,"@MartinSoechting Oh. Der Aufschrei fällt aus. Der Sturm kommt eben doch durch die Klimakrise.
War aber auch klar, dass die CDU-Wähler sich über Betrug ihres Spitzenkandidaten nicht aufregen."
1234,2021-07-31 10:53:54+00:00,oakenshield3008,"Aus einem älteren Kalender - nichtsdestoweniger brandaktuell!
#Klimakrise 
... to be continued ... https://t.co/p192WSMlfi"
1235,2021-07-31 10:53:32+00:00,levenfort,"Mit welcher Kaltschnäuzigkeit #MaluDreyer und #ArminLaschet seit Tagen die besorgten Landesfürsten mimen, ist abstoßend und zynisch. Hinter Schloss und Riegel sollten die fristen, um sich zu läutern.

#Klimawandel #Kohle"
1236,2021-07-31 10:53:23+00:00,dansiela_b,"Wenn Du eigentlich weißt, dass Klimakrise ist, aber auch in Urlaubslaune bist🤪 https://t.co/WqMtxsNiB7"
1237,2021-07-31 10:53:08+00:00,fr33germany,@_richtig_falsch Vielleicht ist ja dieser Klimawandel eine Person*Innen und wir checken es nur nicht 🤪
1238,2021-07-31 10:52:34+00:00,JohannesSpalj,"@ChristineEisne1 @JChristandl Jedesmal wenn jemand zum Klima twittert, kommt ein Hund zur Welt."
1239,2021-07-31 10:52:14+00:00,Soledad2425,"Naja, es ist seltsam, dass viele nicht verstehen, dass Kurz sich überhaupt nicht für das #Klimawandel Thema interessiert.Studienabbrecher ohne Berufserfahrung,der seine Großspendern regelrecht bedient, setzt nur auf Kurz, Kurz und nochmal Kurz.Vielleicht irgendwann wacht 🇦🇹 auf. https://t.co/JVh6vrIHKk"
1240,2021-07-31 10:52:05+00:00,Birgit46959901,"Stimmt. Ich hab grad festgestellt die Grünen bestehen aus verbitterten weissen Frauen, die das Klima vergiften!!😊😇😛😉 https://t.co/U5EJwj0s5D"
1241,2021-07-31 10:51:19+00:00,Antikulturalist,"@popupanna Ich zünde doch nicht mein RADIO an, wenn die Verdummsender immer die gleiche süüßiche Dumm-Schmalz-Schnulz-Musik spielen.
Außerdem ist das ""klima""feindlich.
Und da müßte ich für jedes Jahr10t mindesten eins nennen, - zuletzt für Ed Shareen/u. ähnliches Geheule."
1242,2021-07-31 10:50:23+00:00,rwschmidt1,"@MATmaschke @JohnGreerPoI @ovilava Batterie-LKW gabs vor 120 Jahren. Gab man zum Schrott. Diesel u. Otto erfanden Verbrenner, u. Batterien ineffektiv waren. Mod. E-Innovation wird durch viele Bord-Stromverbraucher, Klima, Infrastruktur- u. E-Versorgungsmankos egalisiert. 800 km LKW? Aber nur Batterien als Ladung"
1243,2021-07-31 10:50:04+00:00,GreenSaxo,#Klimakrise ist JETZT! #KlimaschützendePolitik SOFORT! https://t.co/FjG1b3uI67
1244,2021-07-31 10:49:43+00:00,timmpunkt,@FridayForFuture Die Klimakrise hat mit Rassismus in etwa so viel zu tun wie Ende Gelände mit der FDGO.
1245,2021-07-31 10:49:22+00:00,mchlschlssr,"#laschet würde sagen: „Hier sieht jeder wie großartig die Möglichkeiten in D sind, noch besser zu werden. Die #cdu schafft Grundlagen zur Möglichkeit der Verbesserung.“ #ImpfenRettetLeben #ImpfenSchuetzt #LaschetVerhindern rettet Leben und das #Klima https://t.co/yiVGGdSaAI"
1246,2021-07-31 10:48:27+00:00,green_clarity99,"@roman2838 @o_jthe @Wahlen_DE @ZDFheute Nein, nein die Union verbreitet das Narrativ: ""Wir tun was fürs Klima, behalten dabei aber Soziales und Wirtschaft im Auge und sind um Ausgleich bemüht""
Das ist faktisch nicht wahr und dieses Narrativ gilt es zu durchbrechen."
1247,2021-07-31 10:48:13+00:00,schwurbelwatch,"Was darf Satire?

Dazu hat Naomi Seibt (Impfgegnerin, bestreitet den Klimawandel, QAnon-Anhängerin) nicht gerade wenig beigetragen.  #naomiseibt https://t.co/Z9vNi8MjwY"
1248,2021-07-31 10:47:54+00:00,blume_im_revier,"@Sebastian___R @RAinDiercks @dieLinke Dabei haben die in punkto Klima und soziales das beste Programm.
Aber Personal und Performance sind halt unterirdisch. Leider."
1249,2021-07-31 10:47:27+00:00,elme_xy,@brooahoo @WezbreFN @karmafnr Hast du dir mal die Temperaturen  an geguckt klar der Klimawandel kann sowas fördern aber türkei war noch nie ein kalter Ort
1250,2021-07-31 10:47:24+00:00,FridayForFuture,"Die Aktivist*innen von #EndeGelände sind heute auch gegen das Geschäftsmodell fossiler Konzerne aktiv. Die Ausbeutung der am stärksten von der Klimakrise betroffenen Menschen &amp; Gebiete muss gestoppt werden.#RacistClimate

Der Konzern Covestro zeigt, warum: https://t.co/rMvN653qA7"
1251,2021-07-31 10:46:49+00:00,UjrLe,"@lk_leonkrause Nein. Es geht nicht NUR im Klima. Soziale Sicherung, Rente, Innere Sicherheit, Beschäftigung. Darum geht es. Dann kommt Wetter."
1252,2021-07-31 10:46:25+00:00,deejay_ol,"@Hoellenaufsicht @rasenspiesser Nee, gibt noch ein paar mehr. Er weiss, was die Bafin macht, er kennt mehr Themen als ""Klima"", er muss beim Lebenslauf nicht schummeln, kennt den Unterschied zw Kobalt und Kobold, hat keine Wirecard-Demenz... aber das beste ist halt: kein gr. Moralapostel"
1253,2021-07-31 10:45:34+00:00,nur_Dagmar,"die drastischen Klimaveränderungen sind wie ein Strudel, der uns unaufhörlich nach unten zieht, nur bezweifle ich, dass wir unbeschadet, wenn wir unten angekommen sind, wieder rauskommen. Um so schlimmer die Ignoranz und Tatenlosigkeit d. Politik weltweit #Raffgier vor #Klima https://t.co/8ZHWqfiWnA"
1254,2021-07-31 10:44:01+00:00,DieNussecke,"@aktuelle_stunde Warum muss ich in der aktuellen Situation (Corona, Klimawandel ... ) meinen Arsch zu rein touristischen Zwecken in die Türkei bewegen ? Kollege, du trägst mit deiner sinnlosen Kerosinverbrennung mit zu diesen Bränden bei !"
1255,2021-07-31 10:43:44+00:00,NoNameCimBom,"@tagesschau @tagesschau in der #Türkei ist es nicht nur die Gluthitze, die die Brände ausgelöst haben!
Mehrere Fälle sind auf die Pkk/HDP zurückzuführen!

Interessant wäre die Haltung der Grünen zum Thema! 
Die Klima Politik u. Sympathie zu Teroristen ist ein Widerspruch!
#PrayForTurkey 🇹🇷🇩🇪"
1256,2021-07-31 10:43:42+00:00,alissa_claudia,"Und bei uns überlegen sich Wohlstandsverwahrloste dem Klima zuliebe, darauf zu verzichten, ein Kind zu bekommen https://t.co/TuQFaZIa7O"
